background_id,phase_deg,rate_multiplier_point,rate_multiplier_q025,rate_multiplier_median,rate_multiplier_q975
q25,305.0,1.802156614248908,0.8121828385986438,1.7413533524268605,2.9397041152256085
q25,306.0,1.8237309378775501,0.8194532717549884,1.7595216546097905,2.95147589906801
q25,307.0,1.8452257640185696,0.8268389866697125,1.7755804856329176,2.964491077185655
q25,308.0,1.8666255790755584,0.8343396487891508,1.7971858119386168,2.976704800792341
q25,309.0,1.887914617974612,0.841954864602722,1.8138505942425776,2.994047237169455
q25,310.0,1.9090768823076127,0.8496841792916032,1.834541835631549,3.0132930192247915
q25,311.0,1.9300961594793984,0.857527074367175,1.851650407009323,3.02407475222093
q25,312.0,1.9509560428362058,0.8654829653025866,1.8708854388631901,3.033888793577772
q25,313.0,1.9716399527487252,0.8735511991609777,1.8899596254396125,3.042722599998905
q25,314.0,1.992131158619029,0.8817310522240711,1.905042227717704,3.0505648360738418
q25,315.0,2.0124128017766187,0.890021727625051,1.9183994678199534,3.0574054020056636
q25,316.0,2.0324679192247115,0.8984223529898072,1.9300191244717226,3.0632354584200967
q25,317.0,2.05227946819395,0.9069319780908318,1.9469487946609028,3.0664804922023454
q25,318.0,2.0718303514566845,0.9155495725182211,1.9636284084980982,3.0685869941765143
q25,319.0,2.09110344335116,0.9242740233724321,1.9800438800256295,3.0678214631181455
q25,320.0,2.1100816164610823,0.9331041329836043,1.9936514512822574,3.0755699423668337
